County,Total Population,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Male Population,Female Population,Hispanic or Latino Population,Median Household Income (Overall),Median Household Income (White Alone),Median Household Income (Black or African American Alone),Median Household Income (American Indian and Alaska Native Alone),Median Household Income (Asian Alone),Median Household Income (Native Hawaiian and Other Pacific Islander Alone),Median Household Income (Some Other Race Alone),Median Household Income (Two or More Races),Median Household Income (Hispanic or Latino),Speak Only English at Home (Population 5 years and over),Speak Spanish at Home (Population 5 years and over),Speak Other Indo-European Languages at Home (Population 5 years and over),Speak Asian and Pacific Island Languages at Home (Population 5 years and over),Speak Other Languages at Home (Population 5 years and over),Year
"Lincoln County, North Carolina",79578.0,71037.0,4305.0,168.0,373.0,39434.0,40144.0,67925.0,49215.0,51369.0,31250.0,35380.0,,-666666666.0,39439.0,41768.0,41000.0,69877.0,4711.0,121.0,0.0,23.0,2015
"Montgomery County, North Carolina",27601.0,21312.0,5101.0,131.0,432.0,13393.0,14208.0,17549.0,32500.0,37939.0,21250.0,30542.0,56921.0,-666666666.0,29792.0,,30689.0,21922.0,3515.0,32.0,0.0,0.0,2015
"Orange County, North Carolina",138644.0,103958.0,16187.0,607.0,10119.0,66199.0,72445.0,96748.0,59290.0,64065.0,36400.0,37949.0,72632.0,-666666666.0,27024.0,29918.0,41906.0,109970.0,9777.0,904.0,44.0,84.0,2015
"Richmond County, North Carolina",46046.0,28875.0,14594.0,1104.0,91.0,22459.0,23587.0,26670.0,32687.0,38169.0,22797.0,35114.0,,-666666666.0,30462.0,21386.0,21866.0,40400.0,2583.0,26.0,0.0,0.0,2015
"Sampson County, North Carolina",63873.0,39112.0,16423.0,1001.0,252.0,31398.0,32475.0,33478.0,35490.0,41177.0,25927.0,31000.0,29375.0,-666666666.0,34243.0,22702.0,33039.0,50319.0,8993.0,33.0,64.0,8.0,2015
"Surry County, North Carolina",73170.0,67552.0,2710.0,300.0,448.0,35843.0,37327.0,61843.0,36164.0,36697.0,23427.0,,46154.0,-666666666.0,28906.0,45814.0,33565.0,63101.0,5385.0,58.0,0.0,0.0,2015
"Avery County, North Carolina",17695.0,15807.0,738.0,80.0,86.0,9673.0,8022.0,15456.0,37777.0,38525.0,,-666666666.0,-666666666.0,-666666666.0,18750.0,25625.0,20139.0,15965.0,844.0,52.0,0.0,1.0,2015
"Buncombe County, North Carolina",247336.0,219420.0,16245.0,979.0,2678.0,118950.0,128386.0,207380.0,45167.0,46805.0,26065.0,59263.0,51780.0,-666666666.0,31071.0,48186.0,26533.0,216269.0,10984.0,829.0,0.0,168.0,2015
"Cabarrus County, North Carolina",188375.0,141034.0,31078.0,621.0,4756.0,91929.0,96446.0,131169.0,54720.0,59540.0,41394.0,53250.0,112269.0,-666666666.0,38565.0,50131.0,38015.0,155253.0,14751.0,385.0,134.0,73.0,2015
"Caswell County, North Carolina",23174.0,14527.0,7599.0,37.0,105.0,11711.0,11463.0,14196.0,37869.0,40880.0,31483.0,-666666666.0,,-666666666.0,33229.0,,22228.0,21283.0,608.0,27.0,0.0,9.0,2015
"Davie County, North Carolina",41447.0,36263.0,2742.0,149.0,170.0,20192.0,21255.0,35166.0,51527.0,53615.0,35945.0,-666666666.0,-666666666.0,-666666666.0,53848.0,,53086.0,36300.0,2461.0,44.0,0.0,10.0,2015
"Davidson County, North Carolina",163867.0,141927.0,15285.0,859.0,2074.0,80308.0,83559.0,133272.0,43363.0,45868.0,30735.0,48750.0,78474.0,-666666666.0,38229.0,25057.0,36238.0,142531.0,9181.0,99.0,0.0,39.0,2015
"Duplin County, North Carolina",59453.0,36779.0,14835.0,161.0,278.0,29280.0,30173.0,31023.0,35035.0,41124.0,25208.0,-666666666.0,48669.0,-666666666.0,30039.0,12628.0,29642.0,44834.0,10291.0,43.0,9.0,0.0,2015
"Durham County, North Carolina",288817.0,148213.0,108110.0,1236.0,13238.0,138537.0,150280.0,121493.0,52503.0,63510.0,39332.0,43942.0,61706.0,61250.0,38342.0,50205.0,39025.0,216104.0,33401.0,1760.0,264.0,456.0,2015
"Hertford County, North Carolina",24368.0,8672.0,14218.0,248.0,190.0,12032.0,12336.0,8215.0,33008.0,42870.0,25381.0,24063.0,71389.0,-666666666.0,,,,21830.0,907.0,36.0,5.0,0.0,2015
"Lee County, North Carolina",59418.0,41119.0,11330.0,376.0,634.0,29090.0,30328.0,34689.0,45608.0,51879.0,30547.0,44306.0,69844.0,-666666666.0,34078.0,53500.0,33104.0,45111.0,9471.0,62.0,0.0,29.0,2015
"New Hanover County, North Carolina",213091.0,172714.0,30610.0,807.0,2948.0,102777.0,110314.0,163527.0,50088.0,54244.0,29279.0,56136.0,77176.0,,26906.0,46577.0,32443.0,186479.0,9990.0,535.0,0.0,98.0,2015
"Pender County, North Carolina",55166.0,42079.0,9444.0,223.0,115.0,27596.0,27570.0,40959.0,44828.0,51531.0,27000.0,29375.0,-666666666.0,-666666666.0,29063.0,,28941.0,49065.0,2734.0,52.0,0.0,7.0,2015
"Wayne County, North Carolina",124355.0,71217.0,38958.0,272.0,1438.0,61106.0,63249.0,67900.0,40390.0,49244.0,31059.0,,35968.0,-666666666.0,26324.0,37763.0,26594.0,101745.0,10862.0,241.0,407.0,110.0,2015
"Scotland County, North Carolina",35932.0,16548.0,13817.0,3751.0,276.0,17774.0,18158.0,16105.0,30958.0,42317.0,18483.0,25192.0,50313.0,-666666666.0,,32568.0,50500.0,32447.0,749.0,49.0,0.0,0.0,2015
"Watauga County, North Carolina",52240.0,49183.0,592.0,156.0,468.0,26035.0,26205.0,48089.0,37656.0,37961.0,50625.0,,,-666666666.0,39469.0,31042.0,37125.0,48005.0,1502.0,100.0,0.0,37.0,2015
"Halifax County, North Carolina",53407.0,21402.0,27868.0,1802.0,433.0,25620.0,27787.0,20929.0,32245.0,45254.0,23531.0,23125.0,53889.0,-666666666.0,-666666666.0,25368.0,53897.0,49013.0,1021.0,73.0,0.0,0.0,2015
"Alamance County, North Carolina",155258.0,109891.0,28452.0,590.0,2291.0,74019.0,81239.0,102350.0,41814.0,46497.0,31451.0,22167.0,60982.0,-666666666.0,29986.0,31875.0,31018.0,127874.0,14694.0,339.0,19.0,101.0,2015
"Tyrrell County, North Carolina",4152.0,2487.0,1262.0,69.0,117.0,2413.0,1739.0,2333.0,32361.0,35074.0,21074.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,14375.0,36000.0,3520.0,403.0,0.0,0.0,0.0,2015
"Haywood County, North Carolina",59577.0,57137.0,637.0,167.0,320.0,28798.0,30779.0,55604.0,43097.0,43106.0,44559.0,30476.0,49904.0,-666666666.0,55588.0,35461.0,32250.0,,,,,,2016
"Forsyth County, North Carolina",364691.0,242803.0,95187.0,780.0,7434.0,173059.0,191632.0,210368.0,46283.0,54516.0,30619.0,29150.0,68676.0,76346.0,30524.0,40594.0,29269.0,,,,,,2016
"Bladen County, North Carolina",34454.0,19831.0,12086.0,817.0,20.0,16361.0,18093.0,18688.0,30408.0,37069.0,22021.0,40227.0,57188.0,-666666666.0,26958.0,22031.0,-666666666.0,,,,,,2016
"Carteret County, North Carolina",68537.0,60921.0,4157.0,258.0,817.0,33660.0,34877.0,59183.0,50599.0,51996.0,31076.0,30417.0,54732.0,-666666666.0,38182.0,30588.0,31883.0,,,,,,2016
"Bertie County, North Carolina",20324.0,7313.0,12608.0,127.0,113.0,10389.0,9935.0,7020.0,31129.0,44439.0,26124.0,-666666666.0,41250.0,-666666666.0,-666666666.0,-666666666.0,30957.0,,,,,,2016
"Martin County, North Carolina",23510.0,12711.0,10162.0,81.0,38.0,10951.0,12559.0,12254.0,34957.0,42024.0,28533.0,52955.0,-666666666.0,-666666666.0,-666666666.0,46500.0,30208.0,,,,,,2016
"Perquimans County, North Carolina",13470.0,9880.0,3296.0,20.0,0.0,6439.0,7031.0,9677.0,45208.0,47585.0,26618.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,33182.0,,,,,,2016
"Rockingham County, North Carolina",91898.0,69614.0,17041.0,477.0,491.0,44313.0,47585.0,66968.0,40003.0,43217.0,28054.0,21307.0,-666666666.0,-666666666.0,26981.0,27841.0,29385.0,,,,,,2016
"Camden County, North Carolina",10228.0,8452.0,1450.0,23.0,206.0,5133.0,5095.0,8228.0,60714.0,65738.0,47228.0,-666666666.0,34700.0,-666666666.0,-666666666.0,107292.0,69300.0,,,,,,2016
"Gaston County, North Carolina",211753.0,162526.0,32627.0,824.0,3081.0,102235.0,109518.0,157018.0,44288.0,47369.0,32026.0,50179.0,74583.0,-666666666.0,30877.0,41196.0,32804.0,,,,,,2016
"Moore County, North Carolina",93070.0,77031.0,11654.0,652.0,1203.0,44833.0,48237.0,71986.0,51873.0,56640.0,27744.0,78101.0,55614.0,-666666666.0,-666666666.0,-666666666.0,33514.0,,,,,,2016
"Stanly County, North Carolina",60610.0,51212.0,6369.0,208.0,1117.0,30158.0,30452.0,49407.0,44140.0,46035.0,25977.0,82750.0,51250.0,-666666666.0,78478.0,39028.0,27327.0,,,,,,2016
"Yancey County, North Carolina",17599.0,16991.0,206.0,76.0,36.0,8609.0,8990.0,16344.0,36993.0,37326.0,38319.0,40909.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,18018.0,,,,,,2016
"Chatham County, North Carolina",68778.0,55295.0,8218.0,185.0,975.0,33303.0,35475.0,49321.0,58555.0,64102.0,27622.0,-666666666.0,109767.0,-666666666.0,31063.0,51667.0,40000.0,,,,,,2016
"Johnston County, North Carolina",182155.0,142427.0,27836.0,962.0,1179.0,89432.0,92723.0,125897.0,51980.0,55689.0,42102.0,-666666666.0,36250.0,-666666666.0,27775.0,50363.0,34769.0,,,,,,2016
"Person County, North Carolina",39196.0,26918.0,10551.0,361.0,119.0,19019.0,20177.0,26061.0,43297.0,47644.0,27097.0,38893.0,55313.0,-666666666.0,8517.0,70163.0,-666666666.0,,,,,,2016
"Ashe County, North Carolina",26992.0,25354.0,193.0,92.0,85.0,13302.0,13690.0,24998.0,37360.0,37946.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,25179.0,52875.0,26039.0,,,,,,2016
"Lenoir County, North Carolina",58343.0,32054.0,22838.0,209.0,333.0,27863.0,30480.0,29241.0,36956.0,43260.0,27848.0,-666666666.0,46596.0,-666666666.0,-666666666.0,47559.0,26016.0,,,,,,2016
"Onslow County, North Carolina",185755.0,138029.0,27888.0,937.0,3531.0,100854.0,84901.0,124663.0,46786.0,49058.0,39502.0,51367.0,45750.0,58750.0,34195.0,39041.0,38159.0,,,,,,2016
"Rutherford County, North Carolina",66701.0,56997.0,6893.0,325.0,346.0,32392.0,34309.0,55820.0,36144.0,37689.0,21762.0,44383.0,-666666666.0,-666666666.0,-666666666.0,29183.0,35083.0,,,,,,2016
"Yadkin County, North Carolina",37819.0,34612.0,1285.0,111.0,22.0,18602.0,19217.0,32104.0,38623.0,39709.0,26017.0,-666666666.0,-666666666.0,-666666666.0,30458.0,-666666666.0,38144.0,,,,,,2016
"Burke County, North Carolina",89082.0,75155.0,5483.0,459.0,3242.0,44089.0,44993.0,73303.0,39759.0,41521.0,27386.0,39825.0,41404.0,-666666666.0,21325.0,13380.0,22368.0,,,,,,2016
"Greene County, North Carolina",21241.0,11960.0,7554.0,102.0,41.0,11452.0,9789.0,10029.0,37190.0,42552.0,34255.0,-666666666.0,-666666666.0,-666666666.0,21667.0,27353.0,25481.0,,,,,,2016
"Mitchell County, North Carolina",15263.0,14797.0,62.0,92.0,37.0,7465.0,7798.0,14210.0,39658.0,39872.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,23553.0,,,,,,2016
"Chowan County, North Carolina",14556.0,9163.0,4889.0,178.0,36.0,6925.0,7631.0,8736.0,41156.0,49248.0,21425.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2016
"Alleghany County, North Carolina",10868.0,9936.0,262.0,170.0,17.0,5391.0,5477.0,9513.0,38352.0,39043.0,38074.0,53412.0,-666666666.0,-666666666.0,18654.0,-666666666.0,18997.0,,,,,,2016
"Caldwell County, North Carolina",81623.0,73059.0,3998.0,442.0,466.0,40166.0,41457.0,71986.0,37118.0,38251.0,21927.0,37833.0,65750.0,-666666666.0,32125.0,46964.0,30881.0,,,,,,2016
"Catawba County, North Carolina",155461.0,123873.0,13304.0,443.0,6121.0,76086.0,79375.0,119163.0,45450.0,48856.0,29079.0,-666666666.0,57150.0,-666666666.0,27221.0,24399.0,27351.0,,,,,,2016
"Cleveland County, North Carolina",97113.0,73303.0,20151.0,221.0,975.0,46731.0,50382.0,71438.0,39134.0,43501.0,26031.0,-666666666.0,-666666666.0,-666666666.0,45675.0,38958.0,42292.0,,,,,,2016
"Craven County, North Carolina",104190.0,73456.0,22365.0,699.0,2802.0,52791.0,51399.0,69104.0,47957.0,53877.0,29096.0,38545.0,32167.0,-666666666.0,47654.0,38571.0,39615.0,,,,,,2016
"Edgecombe County, North Carolina",54669.0,21006.0,30998.0,216.0,58.0,25396.0,29273.0,20073.0,32298.0,39150.0,28841.0,-666666666.0,-666666666.0,-666666666.0,27604.0,17000.0,27804.0,,,,,,2016
"Granville County, North Carolina",58341.0,35739.0,17960.0,356.0,248.0,29722.0,28619.0,34075.0,50317.0,58141.0,31793.0,66439.0,-666666666.0,-666666666.0,40758.0,70568.0,38509.0,,,,,,2016
"Harnett County, North Carolina",126620.0,85578.0,26921.0,1137.0,1418.0,62640.0,63980.0,79151.0,47930.0,52650.0,33055.0,37331.0,108750.0,100909.0,33613.0,47645.0,36700.0,,,,,,2016
"Hoke County, North Carolina",51853.0,23751.0,17275.0,4281.0,699.0,25654.0,26199.0,21161.0,42704.0,54242.0,35440.0,28886.0,-666666666.0,-666666666.0,26456.0,42009.0,37566.0,,,,,,2016
"Henderson County, North Carolina",110905.0,101051.0,3488.0,219.0,1257.0,53523.0,57382.0,92992.0,48138.0,48436.0,28864.0,63562.0,54125.0,-666666666.0,45357.0,47614.0,27359.0,,,,,,2016
"Hyde County, North Carolina",5629.0,3743.0,1855.0,10.0,4.0,2977.0,2652.0,3433.0,37741.0,42024.0,35345.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2016
"Iredell County, North Carolina",167493.0,136625.0,20622.0,749.0,4020.0,82362.0,85131.0,128348.0,53937.0,56717.0,31749.0,61591.0,87539.0,-666666666.0,35332.0,40893.0,36080.0,,,,,,2016
"Mecklenburg County, North Carolina",1011774.0,565183.0,315272.0,3181.0,53861.0,486037.0,525737.0,490524.0,59268.0,73230.0,40775.0,45804.0,76038.0,38077.0,37115.0,53463.0,40348.0,,,,,,2016
"Northampton County, North Carolina",20628.0,8133.0,11843.0,104.0,44.0,10017.0,10611.0,7910.0,31543.0,46577.0,24604.0,11750.0,53500.0,-666666666.0,-666666666.0,-666666666.0,19375.0,,,,,,2016
"Pitt County, North Carolina",175150.0,102061.0,60578.0,515.0,3012.0,82515.0,92635.0,97286.0,42308.0,51896.0,30795.0,46250.0,50543.0,-666666666.0,28193.0,38397.0,31310.0,,,,,,2016
"Rowan County, North Carolina",138694.0,108360.0,22329.0,312.0,1252.0,68575.0,70119.0,101408.0,44494.0,48380.0,31079.0,-666666666.0,-666666666.0,-666666666.0,32188.0,40206.0,35805.0,,,,,,2016
"Vance County, North Carolina",44508.0,19355.0,22162.0,752.0,213.0,20766.0,23742.0,18149.0,32733.0,41929.0,25705.0,-666666666.0,46544.0,-666666666.0,-666666666.0,56250.0,25856.0,,,,,,2016
"Cherokee County, North Carolina",27226.0,25518.0,375.0,398.0,166.0,13308.0,13918.0,24968.0,35284.0,35358.0,10417.0,20833.0,61528.0,-666666666.0,-666666666.0,40313.0,-666666666.0,,,,,,2016
"Currituck County, North Carolina",24864.0,22490.0,1550.0,140.0,120.0,12299.0,12565.0,21768.0,61086.0,62177.0,57002.0,55662.0,100938.0,-666666666.0,-666666666.0,-666666666.0,60324.0,,,,,,2016
"Union County, North Carolina",217614.0,177613.0,25260.0,724.0,4880.0,107221.0,110393.0,159798.0,67194.0,71234.0,47062.0,53640.0,118516.0,-666666666.0,36705.0,51792.0,46161.0,,,,,,2016
"Wilkes County, North Carolina",68888.0,62792.0,2945.0,133.0,318.0,33902.0,34986.0,60726.0,34846.0,35282.0,34425.0,38897.0,65947.0,-666666666.0,19940.0,-666666666.0,30212.0,,,,,,2016
"Nash County, North Carolina",94385.0,50234.0,36659.0,624.0,919.0,45309.0,49076.0,48648.0,43804.0,53076.0,32354.0,42250.0,60792.0,-666666666.0,35234.0,31775.0,40238.0,,,,,,2016
"Alexander County, North Carolina",37211.0,33005.0,2142.0,114.0,430.0,18974.0,18237.0,32502.0,40404.0,41540.0,34306.0,-666666666.0,63781.0,-666666666.0,-666666666.0,-666666666.0,31399.0,,,,,,2016
"Dare County, North Carolina",35187.0,32040.0,707.0,94.0,178.0,17290.0,17897.0,30888.0,54787.0,55692.0,30676.0,-666666666.0,250001.0,-666666666.0,41250.0,42455.0,37435.0,,,,,,2016
"Warren County, North Carolina",20324.0,8046.0,10328.0,980.0,104.0,10196.0,10128.0,7727.0,33913.0,45188.0,25897.0,25987.0,59028.0,-666666666.0,35885.0,20167.0,31875.0,,,,,,2016
"Wilson County, North Carolina",81617.0,41325.0,31846.0,515.0,627.0,38626.0,42991.0,39138.0,40260.0,52572.0,29871.0,-666666666.0,71205.0,-666666666.0,30875.0,22609.0,33183.0,,,,,,2016
"Gates County, North Carolina",11615.0,7363.0,3837.0,96.0,66.0,5762.0,5853.0,7260.0,51582.0,56932.0,38092.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,78281.0,-666666666.0,,,,,,2016
"Graham County, North Carolina",8651.0,7681.0,34.0,704.0,0.0,4326.0,4325.0,7595.0,34778.0,36013.0,-666666666.0,24318.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,23854.0,,,,,,2016
"Madison County, North Carolina",21130.0,20310.0,407.0,36.0,105.0,10447.0,10683.0,19880.0,40408.0,40502.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,23125.0,,,,,,2016
"Pamlico County, North Carolina",12892.0,9722.0,2374.0,148.0,25.0,6599.0,6293.0,9594.0,43808.0,51267.0,23949.0,51161.0,-666666666.0,-666666666.0,-666666666.0,41667.0,44167.0,,,,,,2016
"Polk County, North Carolina",20324.0,18530.0,1084.0,45.0,30.0,9732.0,10592.0,17898.0,47396.0,49876.0,24202.0,-666666666.0,-666666666.0,-666666666.0,21667.0,53155.0,41538.0,,,,,,2016
"Randolph County, North Carolina",142588.0,123509.0,8752.0,637.0,1541.0,70281.0,72307.0,114328.0,43010.0,44636.0,36017.0,38333.0,35850.0,-666666666.0,33676.0,24393.0,33678.0,,,,,,2016
"Stokes County, North Carolina",46453.0,43386.0,1932.0,271.0,143.0,22749.0,23704.0,42484.0,42489.0,42496.0,32850.0,50208.0,116726.0,-666666666.0,-666666666.0,76830.0,32917.0,,,,,,2016
"Washington County, North Carolina",12503.0,5815.0,6079.0,18.0,0.0,5815.0,6688.0,5624.0,33286.0,41934.0,22552.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,37775.0,,,,,,2016
"Clay County, North Carolina",10730.0,10646.0,45.0,0.0,12.0,5059.0,5671.0,10317.0,36296.0,36427.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,,,,2016
"Cumberland County, North Carolina",325841.0,166292.0,120092.0,4738.0,7841.0,159259.0,166582.0,145778.0,44810.0,50192.0,37566.0,38344.0,45317.0,52813.0,31875.0,43435.0,40413.0,,,,,,2016
"Guilford County, North Carolina",511815.0,288612.0,171837.0,2297.0,23395.0,242827.0,268988.0,266061.0,46896.0,58197.0,34118.0,47321.0,51563.0,38286.0,36732.0,31915.0,35167.0,,,,,,2016
"Jackson County, North Carolina",41227.0,34411.0,1274.0,3504.0,420.0,20392.0,20835.0,33392.0,40278.0,41661.0,29038.0,34563.0,-666666666.0,-666666666.0,28083.0,26806.0,20313.0,,,,,,2016
"Pasquotank County, North Carolina",39909.0,23440.0,14580.0,77.0,637.0,19548.0,20361.0,21906.0,45750.0,53518.0,31942.0,-666666666.0,-666666666.0,-666666666.0,25938.0,-666666666.0,-666666666.0,,,,,,2016
"Robeson County, North Carolina",134576.0,39500.0,32599.0,52120.0,948.0,64911.0,69665.0,34960.0,31298.0,38710.0,25377.0,28922.0,52841.0,-666666666.0,32589.0,27759.0,30325.0,,,,,,2016
"Swain County, North Carolina",14234.0,9143.0,186.0,3952.0,52.0,6940.0,7294.0,9019.0,33598.0,34300.0,-666666666.0,31885.0,-666666666.0,-666666666.0,23047.0,35000.0,-666666666.0,,,,,,2016
"Wake County, North Carolina",998576.0,669687.0,205682.0,3405.0,62010.0,485068.0,513508.0,608211.0,70620.0,79930.0,46494.0,59432.0,95229.0,37406.0,40727.0,62532.0,43777.0,,,,,,2016
"Anson County, North Carolina",25883.0,12423.0,12612.0,86.0,301.0,13575.0,12308.0,11671.0,34656.0,43704.0,27027.0,-666666666.0,45217.0,-666666666.0,14575.0,-666666666.0,28750.0,,,,,,2016
"McDowell County, North Carolina",45013.0,40968.0,1804.0,238.0,319.0,22731.0,22282.0,39589.0,37590.0,38773.0,28750.0,-666666666.0,55833.0,-666666666.0,35479.0,23452.0,37938.0,,,,,,2016
"Franklin County, North Carolina",62989.0,42412.0,16230.0,808.0,260.0,31235.0,31754.0,40042.0,44272.0,51866.0,28921.0,32396.0,-666666666.0,-666666666.0,31612.0,27083.0,30403.0,,,,,,2016
"Jones County, North Carolina",10074.0,6634.0,3080.0,35.0,21.0,4878.0,5196.0,6285.0,34080.0,44123.0,25976.0,-666666666.0,-666666666.0,-666666666.0,47917.0,-666666666.0,-666666666.0,,,,,,2016
"Macon County, North Carolina",33991.0,31469.0,391.0,161.0,250.0,16429.0,17562.0,30492.0,39593.0,40768.0,-666666666.0,-666666666.0,53257.0,-666666666.0,30456.0,16758.0,31030.0,,,,,,2016
"Brunswick County, North Carolina",119167.0,99521.0,12589.0,506.0,800.0,57790.0,61377.0,97089.0,49356.0,52233.0,28777.0,36705.0,79830.0,-666666666.0,42532.0,29244.0,36852.0,,,,,,2016
"Transylvania County, North Carolina",33062.0,29879.0,1273.0,117.0,227.0,15910.0,17152.0,29538.0,43918.0,45431.0,-666666666.0,-666666666.0,35781.0,-666666666.0,-666666666.0,70982.0,-666666666.0,,,,,,2016
"Beaufort County, North Carolina",47513.0,33458.0,12331.0,54.0,59.0,22714.0,24799.0,31323.0,40906.0,47261.0,24703.0,-666666666.0,-666666666.0,-666666666.0,28142.0,-666666666.0,26140.0,,,,,,2016
"Columbus County, North Carolina",57015.0,35133.0,17625.0,2111.0,180.0,28027.0,28988.0,34132.0,35847.0,42650.0,24059.0,38484.0,-666666666.0,-666666666.0,33185.0,17750.0,33690.0,,,,,,2016
"Lincoln County, North Carolina",79783.0,70542.0,4271.0,188.0,433.0,39547.0,40236.0,68051.0,49283.0,51000.0,28594.0,41016.0,-666666666.0,-666666666.0,39384.0,51500.0,38116.0,,,,,,2016
"Montgomery County, North Carolina",27475.0,21057.0,5166.0,75.0,424.0,13437.0,14038.0,17386.0,34819.0,40269.0,24778.0,42188.0,57337.0,-666666666.0,39750.0,26607.0,32611.0,,,,,,2016
"Orange County, North Carolina",139807.0,105093.0,16010.0,709.0,10261.0,66666.0,73141.0,97356.0,61130.0,65849.0,40502.0,-666666666.0,74665.0,-666666666.0,40089.0,40625.0,43823.0,,,,,,2016
"Richmond County, North Carolina",45710.0,28756.0,14473.0,933.0,157.0,22113.0,23597.0,26430.0,32526.0,39868.0,22342.0,30395.0,-666666666.0,-666666666.0,32273.0,20385.0,25545.0,,,,,,2016
"Sampson County, North Carolina",63713.0,39660.0,16240.0,1219.0,296.0,31190.0,32523.0,33172.0,36742.0,41509.0,26264.0,38571.0,31806.0,-666666666.0,38316.0,23875.0,34416.0,,,,,,2016
"Surry County, North Carolina",72767.0,66972.0,2689.0,276.0,436.0,35422.0,37345.0,61626.0,37345.0,38053.0,27083.0,25417.0,51296.0,-666666666.0,30156.0,45815.0,33680.0,,,,,,2016
"Avery County, North Carolina",17633.0,16209.0,655.0,86.0,85.0,9639.0,7994.0,15731.0,35891.0,36186.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,19403.0,,,,,,2016
"Buncombe County, North Carolina",250112.0,222134.0,15713.0,886.0,2986.0,120043.0,130069.0,209841.0,46902.0,48586.0,28190.0,65898.0,50776.0,-666666666.0,28042.0,45962.0,25776.0,,,,,,2016
"Cabarrus County, North Carolina",192296.0,142064.0,32188.0,568.0,5258.0,93508.0,98788.0,132653.0,58970.0,61877.0,45832.0,53816.0,114215.0,-666666666.0,39167.0,54107.0,40962.0,,,,,,2016
"Caswell County, North Carolina",23094.0,14408.0,7518.0,41.0,133.0,11640.0,11454.0,14137.0,38310.0,41151.0,31424.0,-666666666.0,-666666666.0,-666666666.0,27148.0,-666666666.0,30329.0,,,,,,2016
"Davie County, North Carolina",41568.0,36842.0,2635.0,21.0,318.0,20263.0,21305.0,35290.0,51662.0,53430.0,36370.0,-666666666.0,-666666666.0,-666666666.0,41250.0,-666666666.0,41420.0,,,,,,2016
"Davidson County, North Carolina",164058.0,141859.0,14750.0,669.0,2191.0,80049.0,84009.0,133224.0,44469.0,47386.0,26749.0,61667.0,80147.0,-666666666.0,42538.0,20507.0,35313.0,,,,,,2016
"Duplin County, North Carolina",59121.0,38153.0,14724.0,114.0,181.0,28969.0,30152.0,30784.0,35364.0,41060.0,25359.0,-666666666.0,48667.0,-666666666.0,30197.0,-666666666.0,29092.0,,,,,,2016
"Durham County, North Carolina",294618.0,150067.0,110777.0,1091.0,13849.0,140813.0,153805.0,123833.0,54093.0,66149.0,40855.0,50500.0,60978.0,63080.0,41195.0,50586.0,41512.0,,,,,,2016
"Hertford County, North Carolina",24285.0,8572.0,14144.0,260.0,195.0,11991.0,12294.0,8197.0,34523.0,42973.0,27195.0,21250.0,49271.0,-666666666.0,-666666666.0,-666666666.0,31136.0,,,,,,2016
"Lee County, North Carolina",59540.0,41679.0,11332.0,405.0,626.0,29003.0,30537.0,34747.0,46402.0,53343.0,28563.0,43548.0,75938.0,-666666666.0,34621.0,57115.0,33007.0,,,,,,2016
"New Hanover County, North Carolina",216430.0,175310.0,30589.0,636.0,2902.0,104029.0,112401.0,166391.0,51232.0,55379.0,28822.0,58869.0,77050.0,-666666666.0,27681.0,46896.0,31453.0,,,,,,2016
"Pender County, North Carolina",56358.0,43164.0,9219.0,243.0,199.0,28042.0,28316.0,41975.0,46580.0,52240.0,27405.0,30109.0,-666666666.0,-666666666.0,36286.0,27627.0,31310.0,,,,,,2016
"Wayne County, North Carolina",124447.0,74099.0,38504.0,289.0,1538.0,61002.0,63445.0,67544.0,40457.0,50214.0,29872.0,47404.0,46189.0,-666666666.0,25763.0,26042.0,26526.0,,,,,,2016
