County,Total Population,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Male Population,Female Population,Hispanic or Latino Population,Median Household Income (Overall),Median Household Income (White Alone),Median Household Income (Black or African American Alone),Median Household Income (American Indian and Alaska Native Alone),Median Household Income (Asian Alone),Median Household Income (Native Hawaiian and Other Pacific Islander Alone),Median Household Income (Some Other Race Alone),Median Household Income (Two or More Races),Median Household Income (Hispanic or Latino),Speak Only English at Home (Population 5 years and over),Speak Spanish at Home (Population 5 years and over),Speak Other Indo-European Languages at Home (Population 5 years and over),Speak Asian and Pacific Island Languages at Home (Population 5 years and over),Speak Other Languages at Home (Population 5 years and over),Year
"Duplin County, North Carolina",59455.0,34990.0,15126.0,66.0,86.0,29350.0,30105.0,31111.0,34787.0,42880.0,24334.0,-666666666.0,48250.0,-666666666.0,31099.0,18125.0,30316.0,44816.0,10260.0,41.0,33.0,4.0,2014
"Durham County, North Carolina",282422.0,142157.0,105885.0,1126.0,12357.0,135655.0,146767.0,118843.0,52038.0,63859.0,38295.0,46563.0,62619.0,61154.0,40506.0,35000.0,40623.0,211502.0,32305.0,1871.0,262.0,708.0,2014
"Hertford County, North Carolina",24460.0,8789.0,14457.0,296.0,169.0,12218.0,12242.0,8256.0,32201.0,46708.0,24339.0,32500.0,72500.0,-666666666.0,26000.0,36875.0,18750.0,21837.0,938.0,87.0,0.0,0.0,2014
"Lee County, North Carolina",59096.0,40384.0,11385.0,393.0,696.0,28919.0,30177.0,34619.0,46309.0,53496.0,31272.0,48846.0,76063.0,-666666666.0,33516.0,42917.0,34656.0,44762.0,9240.0,61.0,0.0,36.0,2014
"New Hanover County, North Carolina",209586.0,169358.0,30191.0,878.0,2807.0,101171.0,108415.0,160866.0,49582.0,53467.0,29184.0,43516.0,75511.0,-666666666.0,25962.0,42614.0,31875.0,183228.0,9993.0,667.0,0.0,116.0,2014
"Pender County, North Carolina",54218.0,41487.0,9437.0,243.0,330.0,27196.0,27022.0,40151.0,44526.0,50718.0,26767.0,22457.0,160174.0,-666666666.0,26321.0,26181.0,26926.0,48010.0,2507.0,48.0,0.0,7.0,2014
"Wayne County, North Carolina",124093.0,70426.0,39063.0,199.0,1286.0,60944.0,63149.0,68108.0,41172.0,49420.0,31482.0,12941.0,35742.0,-666666666.0,27067.0,22731.0,27044.0,102208.0,10748.0,198.0,248.0,62.0,2014
"Dare County, North Carolina",34530.0,31336.0,1013.0,247.0,180.0,17165.0,17365.0,30386.0,55520.0,56415.0,40833.0,-666666666.0,101579.0,-666666666.0,37553.0,78250.0,37578.0,30564.0,1785.0,82.0,0.0,8.0,2014
"Scotland County, North Carolina",36034.0,16820.0,13916.0,3636.0,284.0,17656.0,18378.0,16225.0,30834.0,40492.0,18922.0,20123.0,51250.0,-666666666.0,18472.0,32500.0,34107.0,32591.0,644.0,52.0,0.0,0.0,2014
"Halifax County, North Carolina",53803.0,21529.0,27741.0,1785.0,429.0,25754.0,28049.0,21138.0,32834.0,46961.0,23175.0,24551.0,53657.0,-666666666.0,36823.0,27035.0,34718.0,49490.0,941.0,55.0,0.0,0.0,2014
"Alamance County, North Carolina",153713.0,108337.0,27645.0,512.0,2013.0,73188.0,80525.0,102201.0,42592.0,47430.0,31943.0,22128.0,63239.0,11088.0,29243.0,37752.0,30977.0,126746.0,14413.0,411.0,0.0,90.0,2014
"Tyrrell County, North Carolina",4219.0,2597.0,1187.0,65.0,105.0,2312.0,1907.0,2406.0,34056.0,35563.0,22147.0,-666666666.0,-666666666.0,-666666666.0,47768.0,36071.0,35139.0,3541.0,399.0,13.0,0.0,0.0,2014
"Watauga County, North Carolina",51903.0,48803.0,572.0,114.0,577.0,25823.0,26080.0,47861.0,35491.0,35870.0,34844.0,18304.0,11699.0,-666666666.0,38633.0,25197.0,21563.0,47380.0,1681.0,99.0,0.0,42.0,2014
"Haywood County, North Carolina",59012.0,56551.0,617.0,176.0,260.0,28618.0,30394.0,55192.0,41795.0,41923.0,40573.0,19583.0,55089.0,-666666666.0,53565.0,27202.0,37273.0,54459.0,1228.0,70.0,0.0,14.0,2014
"Forsyth County, North Carolina",358130.0,239125.0,93612.0,806.0,7393.0,170038.0,188092.0,208339.0,46003.0,53027.0,30864.0,45972.0,73069.0,-666666666.0,30826.0,38942.0,29505.0,287451.0,36507.0,697.0,34.0,430.0,2014
"Bladen County, North Carolina",34915.0,20183.0,12325.0,847.0,72.0,16693.0,18222.0,18963.0,29532.0,39330.0,21915.0,21250.0,47500.0,-666666666.0,25301.0,28952.0,13685.0,30947.0,1861.0,16.0,0.0,12.0,2014
"Carteret County, North Carolina",67851.0,60283.0,4190.0,416.0,701.0,33309.0,34542.0,58835.0,47179.0,48653.0,28810.0,53958.0,57917.0,-666666666.0,26336.0,26691.0,27018.0,61443.0,1974.0,93.0,0.0,103.0,2014
"Bertie County, North Carolina",20677.0,7474.0,12868.0,124.0,75.0,10347.0,10330.0,7206.0,29388.0,46310.0,22735.0,65688.0,38750.0,-666666666.0,-666666666.0,-666666666.0,30821.0,19238.0,282.0,9.0,0.0,1.0,2014
"Martin County, North Carolina",23947.0,12858.0,10368.0,94.0,109.0,11277.0,12670.0,12475.0,36132.0,44586.0,29001.0,48466.0,59018.0,-666666666.0,26486.0,36786.0,30766.0,21969.0,631.0,16.0,0.0,26.0,2014
"Perquimans County, North Carolina",13507.0,9803.0,3331.0,16.0,2.0,6488.0,7019.0,9649.0,45391.0,52298.0,23109.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,20833.0,21902.0,12443.0,254.0,0.0,0.0,0.0,2014
"Rockingham County, North Carolina",92602.0,69883.0,17138.0,361.0,491.0,44604.0,47998.0,67740.0,38946.0,42966.0,27045.0,17955.0,23616.0,-666666666.0,32717.0,43187.0,28609.0,82573.0,4308.0,58.0,0.0,37.0,2014
"Camden County, North Carolina",10127.0,8330.0,1388.0,53.0,222.0,5073.0,5054.0,8103.0,62194.0,67895.0,48750.0,-666666666.0,38194.0,-666666666.0,-666666666.0,-666666666.0,98929.0,9146.0,264.0,12.0,0.0,8.0,2014
"Gaston County, North Carolina",208379.0,160670.0,31500.0,764.0,2903.0,100973.0,107406.0,156042.0,42158.0,45188.0,31637.0,39211.0,68050.0,-666666666.0,27500.0,22625.0,30864.0,180090.0,11303.0,369.0,0.0,45.0,2014
"Moore County, North Carolina",90579.0,74988.0,11160.0,615.0,900.0,43410.0,47169.0,70140.0,50393.0,55423.0,24225.0,46233.0,55265.0,-666666666.0,21833.0,14547.0,26175.0,79401.0,4313.0,247.0,0.0,71.0,2014
"Stanly County, North Carolina",60553.0,51218.0,6745.0,217.0,1184.0,30308.0,30245.0,49625.0,42010.0,45089.0,22519.0,54375.0,49524.0,-666666666.0,77679.0,25083.0,38500.0,54026.0,1778.0,43.0,10.0,46.0,2014
"Yancey County, North Carolina",17662.0,17069.0,187.0,70.0,32.0,8591.0,9071.0,16454.0,39008.0,39786.0,27969.0,-666666666.0,-666666666.0,-666666666.0,3869.0,15417.0,15000.0,16103.0,647.0,16.0,17.0,8.0,2014
"Ashe County, North Carolina",27173.0,25668.0,176.0,103.0,80.0,13388.0,13785.0,25242.0,36244.0,36561.0,9531.0,130250.0,-666666666.0,-666666666.0,21484.0,-666666666.0,25452.0,24499.0,1167.0,27.0,0.0,0.0,2014
"Chatham County, North Carolina",66050.0,51924.0,8487.0,290.0,880.0,32387.0,33663.0,47041.0,57140.0,61252.0,29915.0,24716.0,109145.0,-666666666.0,32443.0,27132.0,30921.0,53234.0,7451.0,223.0,0.0,62.0,2014
"Johnston County, North Carolina",175343.0,137721.0,26422.0,788.0,1145.0,86311.0,89032.0,121668.0,49799.0,54838.0,35625.0,18205.0,38491.0,-666666666.0,26642.0,37847.0,30849.0,143266.0,18067.0,65.0,0.0,94.0,2014
"Person County, North Carolina",39303.0,27023.0,10804.0,294.0,150.0,19134.0,20169.0,26117.0,43381.0,47045.0,31721.0,45625.0,91161.0,-666666666.0,25174.0,34226.0,30625.0,35539.0,1345.0,20.0,0.0,0.0,2014
"Lenoir County, North Carolina",59095.0,31966.0,24024.0,149.0,317.0,28128.0,30967.0,30029.0,35687.0,43546.0,25992.0,110370.0,65231.0,-666666666.0,21283.0,31375.0,22798.0,51796.0,3166.0,83.0,18.0,0.0,2014
"Onslow County, North Carolina",182921.0,136405.0,29206.0,1131.0,3570.0,98843.0,84078.0,124000.0,46141.0,48466.0,35207.0,43512.0,57991.0,65781.0,38109.0,50794.0,42081.0,150124.0,10327.0,539.0,67.0,53.0,2014
"Rutherford County, North Carolina",67181.0,57666.0,6651.0,256.0,392.0,32526.0,34655.0,56401.0,36863.0,39065.0,24160.0,28977.0,47774.0,-666666666.0,28594.0,52596.0,34145.0,60809.0,1925.0,109.0,0.0,28.0,2014
"Yadkin County, North Carolina",38101.0,34600.0,1287.0,73.0,72.0,18695.0,19406.0,32527.0,38652.0,39727.0,24196.0,48077.0,-666666666.0,-666666666.0,23029.0,6813.0,31136.0,32681.0,3046.0,30.0,0.0,28.0,2014
"Burke County, North Carolina",90164.0,76388.0,5666.0,428.0,3165.0,45074.0,45090.0,74205.0,37735.0,39208.0,31211.0,42167.0,39342.0,-666666666.0,23210.0,29246.0,21774.0,78174.0,4245.0,89.0,0.0,28.0,2014
"Haywood County, North Carolina",59170.0,56809.0,539.0,191.0,318.0,28638.0,30532.0,55244.0,42257.0,42510.0,27431.0,,,-666666666.0,54539.0,24750.0,41354.0,54700.0,1314.0,33.0,0.0,38.0,2015
"Forsyth County, North Carolina",361684.0,242474.0,93993.0,855.0,7439.0,171662.0,190022.0,209493.0,45471.0,53046.0,29527.0,29911.0,72790.0,76840.0,31050.0,38821.0,28590.0,289519.0,38023.0,730.0,52.0,281.0,2015
"Bladen County, North Carolina",34720.0,20102.0,12228.0,816.0,15.0,16491.0,18229.0,18868.0,30096.0,40610.0,21756.0,22566.0,-666666666.0,-666666666.0,25438.0,22946.0,13520.0,30765.0,2015.0,63.0,0.0,9.0,2015
"Carteret County, North Carolina",68228.0,60638.0,4383.0,312.0,839.0,33481.0,34747.0,58957.0,48457.0,50119.0,24883.0,53125.0,58333.0,-666666666.0,30324.0,24531.0,30721.0,61639.0,1950.0,93.0,0.0,59.0,2015
"Bertie County, North Carolina",20518.0,7429.0,12717.0,119.0,93.0,10429.0,10089.0,7140.0,30027.0,44634.0,24440.0,60500.0,45625.0,-666666666.0,-666666666.0,-666666666.0,30880.0,18941.0,556.0,23.0,0.0,1.0,2015
"Martin County, North Carolina",23729.0,12656.0,10337.0,86.0,37.0,11186.0,12543.0,12321.0,35080.0,46131.0,27717.0,,-666666666.0,-666666666.0,26012.0,36818.0,27118.0,21830.0,656.0,18.0,0.0,22.0,2015
"Perquimans County, North Carolina",13498.0,9857.0,3276.0,15.0,2.0,6402.0,7096.0,9659.0,44329.0,47340.0,23326.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,21771.0,12402.0,277.0,0.0,0.0,0.0,2015
"Rockingham County, North Carolina",92300.0,69696.0,16989.0,440.0,453.0,44553.0,47747.0,67351.0,38126.0,41852.0,27470.0,20556.0,23359.0,-666666666.0,29057.0,34688.0,28031.0,82305.0,4200.0,64.0,0.0,38.0,2015
"Camden County, North Carolina",10161.0,8383.0,1399.0,66.0,224.0,5114.0,5047.0,8171.0,58780.0,61602.0,50125.0,-666666666.0,34886.0,-666666666.0,-666666666.0,-666666666.0,,9247.0,224.0,11.0,0.0,8.0,2015
"Gaston County, North Carolina",209807.0,160781.0,31932.0,831.0,2932.0,101627.0,108180.0,156240.0,42429.0,45474.0,31668.0,37829.0,73929.0,-666666666.0,27696.0,26250.0,30537.0,181357.0,11385.0,270.0,0.0,40.0,2015
"Moore County, North Carolina",91743.0,75967.0,11330.0,659.0,988.0,44062.0,47681.0,70935.0,50998.0,55347.0,25659.0,75625.0,73421.0,-666666666.0,,15522.0,33080.0,80341.0,4664.0,218.0,0.0,56.0,2015
"Stanly County, North Carolina",60586.0,51433.0,6300.0,230.0,1164.0,30324.0,30262.0,49468.0,40910.0,43011.0,23048.0,80086.0,40461.0,-666666666.0,78286.0,34643.0,26864.0,53866.0,2041.0,53.0,11.0,9.0,2015
"Yancey County, North Carolina",17604.0,16993.0,207.0,69.0,34.0,8561.0,9043.0,16371.0,37484.0,37870.0,37993.0,-666666666.0,-666666666.0,-666666666.0,3634.0,,14744.0,16031.0,707.0,22.0,0.0,8.0,2015
"Chatham County, North Carolina",67431.0,53264.0,8279.0,288.0,937.0,33001.0,34430.0,48137.0,56642.0,61378.0,29673.0,,,-666666666.0,31258.0,51759.0,31062.0,54539.0,7659.0,275.0,0.0,88.0,2015
"Johnston County, North Carolina",178396.0,139949.0,26806.0,918.0,1215.0,87648.0,90748.0,123424.0,50512.0,54415.0,39871.0,18628.0,38304.0,-666666666.0,27030.0,45250.0,30948.0,146245.0,18363.0,40.0,0.0,78.0,2015
"Person County, North Carolina",39262.0,26999.0,10749.0,378.0,169.0,19088.0,20174.0,26061.0,42105.0,46875.0,27679.0,37917.0,,-666666666.0,,44926.0,24500.0,35389.0,1447.0,58.0,0.0,0.0,2015
"Ashe County, North Carolina",27114.0,25537.0,186.0,98.0,84.0,13389.0,13725.0,25136.0,36267.0,36623.0,13750.0,,,-666666666.0,20670.0,53333.0,21836.0,24515.0,1141.0,29.0,0.0,0.0,2015
"Lenoir County, North Carolina",58782.0,32450.0,23657.0,177.0,373.0,27973.0,30809.0,29696.0,34717.0,41064.0,26813.0,79792.0,46780.0,-666666666.0,21386.0,36250.0,26283.0,51164.0,3494.0,143.0,13.0,0.0,2015
"Onslow County, North Carolina",183753.0,136587.0,28495.0,1134.0,3348.0,99526.0,84227.0,123644.0,46335.0,48660.0,36334.0,51552.0,49323.0,49853.0,34585.0,51064.0,40579.0,150462.0,10124.0,756.0,70.0,94.0,2015
"Rutherford County, North Carolina",66865.0,57070.0,6809.0,204.0,398.0,32462.0,34403.0,56071.0,35630.0,37061.0,25833.0,29191.0,42411.0,-666666666.0,33750.0,47500.0,38320.0,60740.0,1924.0,117.0,0.0,3.0,2015
"Yadkin County, North Carolina",37971.0,34703.0,1284.0,118.0,21.0,18706.0,19265.0,32283.0,37796.0,38488.0,24332.0,-666666666.0,-666666666.0,-666666666.0,,,36838.0,32807.0,2888.0,35.0,0.0,10.0,2015
"Burke County, North Carolina",89548.0,75947.0,5309.0,431.0,3255.0,44499.0,45049.0,73673.0,39360.0,41010.0,26906.0,55096.0,44107.0,-666666666.0,20980.0,28071.0,21283.0,77961.0,3926.0,60.0,0.0,33.0,2015
"Greene County, North Carolina",21328.0,11660.0,7646.0,119.0,32.0,11499.0,9829.0,10130.0,35777.0,40677.0,32725.0,-666666666.0,-666666666.0,-666666666.0,21756.0,25469.0,23710.0,16853.0,2875.0,89.0,10.0,41.0,2015
"Mitchell County, North Carolina",15330.0,14808.0,134.0,64.0,47.0,7512.0,7818.0,14294.0,37391.0,37558.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,22667.0,-666666666.0,23295.0,13873.0,650.0,46.0,0.0,0.0,2015
"Chowan County, North Carolina",14656.0,9241.0,5006.0,154.0,31.0,7039.0,7617.0,8822.0,38759.0,48095.0,20970.0,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,13442.0,280.0,42.0,0.0,0.0,2015
"Alleghany County, North Carolina",10911.0,9911.0,237.0,151.0,22.0,5416.0,5495.0,9521.0,36968.0,38681.0,-666666666.0,53276.0,-666666666.0,-666666666.0,18378.0,18750.0,18059.0,9620.0,751.0,18.0,0.0,0.0,2015
"Caldwell County, North Carolina",81758.0,73184.0,4050.0,472.0,486.0,40178.0,41580.0,72024.0,35763.0,36386.0,20147.0,41250.0,66429.0,-666666666.0,29792.0,,28806.0,73467.0,3243.0,97.0,0.0,7.0,2015
"Catawba County, North Carolina",154610.0,125221.0,13266.0,470.0,5868.0,75784.0,78826.0,119091.0,44376.0,47561.0,27516.0,60769.0,47188.0,-666666666.0,26021.0,24917.0,27429.0,128885.0,11040.0,193.0,12.0,46.0,2015
"Cleveland County, North Carolina",97178.0,73670.0,20260.0,264.0,954.0,46587.0,50591.0,71546.0,39453.0,43965.0,24832.0,,105598.0,-666666666.0,34931.0,33942.0,40729.0,88084.0,2392.0,81.0,0.0,5.0,2015
"Craven County, North Carolina",104450.0,73667.0,22724.0,600.0,2576.0,52755.0,51695.0,69552.0,47985.0,54139.0,30249.0,38730.0,39189.0,-666666666.0,45852.0,38214.0,38498.0,88861.0,5015.0,254.0,0.0,164.0,2015
"Edgecombe County, North Carolina",55280.0,21471.0,31218.0,177.0,47.0,25693.0,29587.0,20468.0,32659.0,40699.0,28421.0,-666666666.0,,-666666666.0,27064.0,16696.0,27413.0,49717.0,1876.0,45.0,0.0,14.0,2015
"Granville County, North Carolina",58109.0,35926.0,18062.0,361.0,278.0,29595.0,28514.0,34045.0,50225.0,56272.0,33947.0,64063.0,113068.0,-666666666.0,47151.0,67386.0,50968.0,50882.0,3412.0,62.0,0.0,17.0,2015
"Harnett County, North Carolina",124320.0,84461.0,26059.0,1375.0,1462.0,61281.0,63039.0,78090.0,46353.0,51068.0,34185.0,38200.0,92344.0,-666666666.0,33097.0,49224.0,35349.0,102683.0,9960.0,203.0,29.0,48.0,2015
"Hoke County, North Carolina",51075.0,23741.0,17441.0,4108.0,672.0,25202.0,25873.0,21011.0,41542.0,55712.0,34740.0,29688.0,,-666666666.0,26677.0,38150.0,37113.0,40905.0,4368.0,77.0,0.0,48.0,2015
"Henderson County, North Carolina",109719.0,99704.0,3382.0,284.0,1173.0,53143.0,56576.0,91730.0,46448.0,47247.0,23319.0,61362.0,60795.0,-666666666.0,40341.0,37375.0,26973.0,93743.0,8532.0,184.0,0.0,32.0,2015
"Hyde County, North Carolina",5693.0,3610.0,2007.0,25.0,22.0,3097.0,2596.0,3334.0,42897.0,53348.0,33958.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,5054.0,341.0,0.0,0.0,0.0,2015
"Iredell County, North Carolina",165066.0,134454.0,20384.0,812.0,3732.0,81281.0,83785.0,126743.0,52306.0,55471.0,31184.0,62045.0,86094.0,-666666666.0,28090.0,32417.0,34778.0,140939.0,9969.0,310.0,78.0,101.0,2015
"Mecklenburg County, North Carolina",990288.0,561253.0,306396.0,3196.0,51167.0,476765.0,513523.0,486387.0,56854.0,71296.0,39159.0,43292.0,71071.0,36520.0,35089.0,44375.0,39397.0,747406.0,99976.0,5745.0,573.0,1143.0,2015
"Northampton County, North Carolina",21011.0,8395.0,11937.0,49.0,23.0,10164.0,10847.0,8101.0,30429.0,44398.0,22484.0,11944.0,,-666666666.0,-666666666.0,8948.0,27813.0,19475.0,329.0,2.0,0.0,0.0,2015
"Pitt County, North Carolina",173798.0,101984.0,59347.0,520.0,2958.0,82005.0,91793.0,97424.0,41119.0,50251.0,27672.0,76859.0,52750.0,-666666666.0,28459.0,36920.0,29151.0,151161.0,8028.0,308.0,0.0,4.0,2015
"Rowan County, North Carolina",138361.0,108084.0,22333.0,311.0,1257.0,68359.0,70002.0,101262.0,43069.0,47425.0,28766.0,,,-666666666.0,32218.0,41066.0,37112.0,118387.0,9734.0,126.0,10.0,30.0,2015
"Vance County, North Carolina",44829.0,19558.0,22237.0,235.0,204.0,20984.0,23845.0,18454.0,33316.0,44415.0,26095.0,41750.0,46544.0,-666666666.0,,26538.0,35920.0,39705.0,1886.0,6.0,0.0,0.0,2015
"Cherokee County, North Carolina",27092.0,25385.0,438.0,501.0,100.0,13267.0,13825.0,24829.0,34662.0,34692.0,12989.0,21528.0,48684.0,-666666666.0,56061.0,44286.0,,24894.0,542.0,84.0,16.0,8.0,2015
"Union County, North Carolina",213422.0,172966.0,25251.0,816.0,4521.0,105500.0,107922.0,156829.0,65903.0,69282.0,46942.0,54227.0,112669.0,-666666666.0,41739.0,50650.0,45712.0,173834.0,18401.0,675.0,5.0,224.0,2015
"Wilkes County, North Carolina",68946.0,62888.0,3083.0,155.0,219.0,33990.0,34956.0,60898.0,33232.0,33886.0,31173.0,,-666666666.0,-666666666.0,20570.0,10694.0,26088.0,61711.0,3071.0,58.0,0.0,0.0,2015
"Nash County, North Carolina",94722.0,51528.0,36183.0,616.0,794.0,45521.0,49201.0,49439.0,42713.0,51941.0,31232.0,37344.0,38750.0,-666666666.0,31400.0,30197.0,34853.0,83293.0,4751.0,67.0,0.0,17.0,2015
"Alexander County, North Carolina",37158.0,33210.0,2078.0,100.0,377.0,19042.0,18116.0,32528.0,39365.0,39393.0,44750.0,-666666666.0,63750.0,-666666666.0,45250.0,38393.0,34338.0,33718.0,1181.0,7.0,0.0,13.0,2015
"Dare County, North Carolina",34863.0,31518.0,779.0,275.0,169.0,17146.0,17717.0,30615.0,54496.0,55418.0,33500.0,28199.0,,-666666666.0,39205.0,,38369.0,30861.0,1757.0,135.0,0.0,8.0,2015
"Warren County, North Carolina",20468.0,8038.0,10415.0,942.0,60.0,10316.0,10152.0,7821.0,34254.0,47514.0,25938.0,25602.0,,-666666666.0,35188.0,,30491.0,18656.0,591.0,47.0,0.0,0.0,2015
"Wilson County, North Carolina",81581.0,41499.0,31318.0,429.0,757.0,38776.0,42805.0,39416.0,39847.0,51198.0,29420.0,,92857.0,-666666666.0,35530.0,33625.0,33246.0,68279.0,6602.0,76.0,184.0,124.0,2015
"Gates County, North Carolina",11724.0,7523.0,3940.0,37.0,19.0,5791.0,5933.0,7334.0,49258.0,51986.0,39180.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,78409.0,35670.0,10860.0,116.0,40.0,0.0,25.0,2015
"Graham County, North Carolina",8700.0,7709.0,47.0,660.0,0.0,4253.0,4447.0,7659.0,34805.0,35828.0,-666666666.0,22400.0,-666666666.0,-666666666.0,,-666666666.0,35268.0,8198.0,111.0,0.0,0.0,0.0,2015
"Madison County, North Carolina",21027.0,20136.0,409.0,67.0,100.0,10461.0,10566.0,19780.0,37904.0,38289.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,19492.0,434.0,59.0,0.0,0.0,2015
"Pamlico County, North Carolina",12982.0,9762.0,2471.0,205.0,34.0,6685.0,6297.0,9625.0,43444.0,51694.0,24833.0,-666666666.0,65750.0,-666666666.0,51071.0,38125.0,50239.0,11777.0,426.0,33.0,0.0,8.0,2015
"Polk County, North Carolina",20327.0,18584.0,1034.0,37.0,25.0,9808.0,10519.0,17916.0,46528.0,48295.0,22292.0,-666666666.0,-666666666.0,-666666666.0,19583.0,45333.0,46806.0,18507.0,840.0,89.0,0.0,26.0,2015
"Randolph County, North Carolina",142370.0,124532.0,8533.0,774.0,1432.0,70316.0,72054.0,114376.0,41947.0,43258.0,34034.0,38320.0,36344.0,-666666666.0,32111.0,24102.0,33176.0,119061.0,13175.0,191.0,41.0,50.0,2015
"Stokes County, North Carolina",46661.0,43460.0,1922.0,251.0,147.0,22837.0,23824.0,42672.0,40696.0,40912.0,30000.0,50030.0,114063.0,-666666666.0,,76853.0,33929.0,43278.0,878.0,4.0,0.0,15.0,2015
"Washington County, North Carolina",12668.0,5918.0,6196.0,20.0,0.0,5828.0,6840.0,5707.0,34538.0,44692.0,23253.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,37725.0,11556.0,350.0,0.0,0.0,0.0,2015
"Clay County, North Carolina",10656.0,10419.0,56.0,0.0,13.0,5081.0,5575.0,10232.0,37076.0,37388.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,24637.0,9919.0,202.0,11.0,0.0,0.0,2015
"Cumberland County, North Carolina",324603.0,168501.0,117564.0,4743.0,7809.0,158270.0,166333.0,147733.0,44171.0,50065.0,36925.0,34352.0,48420.0,60300.0,31204.0,42452.0,38158.0,263962.0,20343.0,899.0,486.0,358.0,2015
"Guilford County, North Carolina",506763.0,287617.0,169138.0,2328.0,22445.0,240753.0,266010.0,265781.0,45651.0,56719.0,33980.0,47361.0,48382.0,38798.0,33004.0,30920.0,32192.0,415166.0,29797.0,2274.0,182.0,273.0,2015
"Jackson County, North Carolina",40812.0,33999.0,1262.0,3595.0,354.0,20055.0,20757.0,33052.0,38015.0,39363.0,22692.0,31806.0,,-666666666.0,28464.0,51304.0,18239.0,36386.0,1831.0,175.0,0.0,9.0,2015
"Pasquotank County, North Carolina",40018.0,23459.0,14779.0,67.0,573.0,19623.0,20395.0,21973.0,45378.0,53724.0,32445.0,-666666666.0,,-666666666.0,,41688.0,,35093.0,1359.0,71.0,0.0,11.0,2015
"Robeson County, North Carolina",134871.0,40564.0,32513.0,51027.0,1019.0,65273.0,69598.0,35850.0,30608.0,38394.0,24404.0,28680.0,34028.0,-666666666.0,30399.0,28977.0,27823.0,114895.0,8558.0,175.0,55.0,30.0,2015
"Swain County, North Carolina",14163.0,9154.0,216.0,3811.0,75.0,6808.0,7355.0,9065.0,33931.0,38229.0,-666666666.0,22360.0,,-666666666.0,-666666666.0,45208.0,,12859.0,223.0,14.0,0.0,0.0,2015
"Wake County, North Carolina",976019.0,660230.0,202452.0,2997.0,59211.0,474967.0,501052.0,595920.0,67309.0,77090.0,44597.0,54904.0,91219.0,37010.0,39278.0,55813.0,42371.0,760445.0,76141.0,4074.0,530.0,1177.0,2015
"Anson County, North Carolina",26135.0,12578.0,12757.0,103.0,306.0,13693.0,12442.0,11863.0,33228.0,43388.0,25400.0,-666666666.0,32000.0,-666666666.0,,,29211.0,23539.0,865.0,54.0,0.0,15.0,2015
"McDowell County, North Carolina",44961.0,40707.0,1737.0,205.0,351.0,22696.0,22265.0,39530.0,35965.0,37085.0,20744.0,,54545.0,-666666666.0,33083.0,22975.0,36324.0,40157.0,2215.0,9.0,0.0,4.0,2015
"Franklin County, North Carolina",62296.0,41972.0,16006.0,504.0,269.0,30917.0,31379.0,39545.0,42685.0,50847.0,27624.0,39175.0,,-666666666.0,37202.0,28462.0,35335.0,54127.0,3855.0,56.0,0.0,16.0,2015
"Jones County, North Carolina",10166.0,6618.0,3224.0,11.0,10.0,4966.0,5200.0,6305.0,34005.0,43750.0,23341.0,35536.0,-666666666.0,-666666666.0,75313.0,,50147.0,9244.0,392.0,0.0,0.0,0.0,2015
"Macon County, North Carolina",33919.0,31271.0,375.0,165.0,244.0,16455.0,17464.0,30431.0,39133.0,39966.0,,65536.0,52917.0,-666666666.0,,,30705.0,29862.0,1822.0,67.0,0.0,0.0,2015
"Currituck County, North Carolina",24492.0,22111.0,1518.0,156.0,110.0,12201.0,12291.0,21461.0,60600.0,61576.0,55625.0,56373.0,,-666666666.0,-666666666.0,,26900.0,22468.0,467.0,4.0,0.0,34.0,2015
"Brunswick County, North Carolina",115926.0,96724.0,12524.0,449.0,741.0,56359.0,59567.0,94135.0,46859.0,49770.0,29439.0,26940.0,71154.0,,41346.0,27936.0,41891.0,103377.0,4901.0,187.0,0.0,66.0,2015
"Transylvania County, North Carolina",32928.0,29744.0,1289.0,160.0,205.0,15981.0,16947.0,29357.0,45114.0,45947.0,38125.0,,,-666666666.0,30109.0,,26344.0,30379.0,855.0,115.0,0.0,17.0,2015
"Beaufort County, North Carolina",47561.0,33324.0,12574.0,23.0,42.0,22645.0,24916.0,31403.0,40391.0,46998.0,25176.0,-666666666.0,-666666666.0,-666666666.0,26801.0,,26533.0,42041.0,2475.0,129.0,0.0,62.0,2015
"Columbus County, North Carolina",57230.0,35328.0,17424.0,2005.0,186.0,28199.0,29031.0,34457.0,34949.0,41415.0,23478.0,39103.0,-666666666.0,-666666666.0,33295.0,14934.0,31616.0,51250.0,2489.0,66.0,9.0,0.0,2015
