SID,ESCAPE DATE,ESCAPE TYPE,ESCAPE SEVERITY
SC02223148,NO ESCAPES DURING CURRENT INCARCERATION
SC01385134,NO ESCAPES DURING CURRENT INCARCERATION
SC01901981,NO ESCAPES DURING CURRENT INCARCERATION
SC01933307,NO ESCAPES DURING CURRENT INCARCERATION
SC01963979,NO ESCAPES DURING CURRENT INCARCERATION
SC02345834,NO ESCAPES DURING CURRENT INCARCERATION
SC02222993,NO ESCAPES DURING CURRENT INCARCERATION
SC00765776,NO ESCAPES DURING CURRENT INCARCERATION
SC02056699,NO ESCAPES DURING CURRENT INCARCERATION
SC00755735,NO ESCAPES DURING CURRENT INCARCERATION
SC01921889,NO ESCAPES DURING CURRENT INCARCERATION
SC01827495,NO ESCAPES DURING CURRENT INCARCERATION
SC01433190,NO ESCAPES DURING CURRENT INCARCERATION
SC00181772,NO ESCAPES DURING CURRENT INCARCERATION
SC01670266,09/03/2016,ESCAPE,CLASS I
SC01527026,NO ESCAPES DURING CURRENT INCARCERATION
SC02389329,NO ESCAPES DURING CURRENT INCARCERATION
SC01300444,NO ESCAPES DURING CURRENT INCARCERATION
SC01635820,NO ESCAPES DURING CURRENT INCARCERATION
SC02322354,NO ESCAPES DURING CURRENT INCARCERATION
SC02131801,NO ESCAPES DURING CURRENT INCARCERATION
SC02116260,NO ESCAPES DURING CURRENT INCARCERATION
SC01777001,NO ESCAPES DURING CURRENT INCARCERATION
SC02184662,NO ESCAPES DURING CURRENT INCARCERATION
SC02363495,NO ESCAPES DURING CURRENT INCARCERATION
SC01059245,NO ESCAPES DURING CURRENT INCARCERATION
SC01345073,04/13/2017,ESCAPE,CLASS I
SC02095052,NO ESCAPES DURING CURRENT INCARCERATION
SCL0009323,NO ESCAPES DURING CURRENT INCARCERATION
SC01971019,NO ESCAPES DURING CURRENT INCARCERATION
SC02149925,NO ESCAPES DURING CURRENT INCARCERATION
SC01860573,NO ESCAPES DURING CURRENT INCARCERATION
SC01291382,NO ESCAPES DURING CURRENT INCARCERATION
SC01362350,NO ESCAPES DURING CURRENT INCARCERATION
SC02445759,NO ESCAPES DURING CURRENT INCARCERATION
SC02366557,NO ESCAPES DURING CURRENT INCARCERATION
SC02083419,NO ESCAPES DURING CURRENT INCARCERATION
SC01871205,NO ESCAPES DURING CURRENT INCARCERATION
SC00709159,NO ESCAPES DURING CURRENT INCARCERATION
SC00543964,NO ESCAPES DURING CURRENT INCARCERATION
SC00745008,NO ESCAPES DURING CURRENT INCARCERATION
SC01408681,NO ESCAPES DURING CURRENT INCARCERATION
SC02414681,NO ESCAPES DURING CURRENT INCARCERATION
SC02047346,NO ESCAPES DURING CURRENT INCARCERATION
SC01722093,NO ESCAPES DURING CURRENT INCARCERATION
SC02050185,NO ESCAPES DURING CURRENT INCARCERATION
SC02070368,NO ESCAPES DURING CURRENT INCARCERATION
SC01489560,NO ESCAPES DURING CURRENT INCARCERATION
SC00653077,NO ESCAPES DURING CURRENT INCARCERATION
SC02213695,NO ESCAPES DURING CURRENT INCARCERATION
SC01844640,NO ESCAPES DURING CURRENT INCARCERATION
SC01413403,NO ESCAPES DURING CURRENT INCARCERATION
SC02018366,NO ESCAPES DURING CURRENT INCARCERATION
SC02326648,NO ESCAPES DURING CURRENT INCARCERATION
SC01785218,NO ESCAPES DURING CURRENT INCARCERATION
SC00971457,NO ESCAPES DURING CURRENT INCARCERATION
SC00900627,NO ESCAPES DURING CURRENT INCARCERATION
SC00188225,NO ESCAPES DURING CURRENT INCARCERATION
SC00815767,NO ESCAPES DURING CURRENT INCARCERATION
SC02316093,NO ESCAPES DURING CURRENT INCARCERATION
SC02288438,NO ESCAPES DURING CURRENT INCARCERATION
SC02081193,NO ESCAPES DURING CURRENT INCARCERATION
SC02312872,NO ESCAPES DURING CURRENT INCARCERATION
SC02330839,NO ESCAPES DURING CURRENT INCARCERATION
